Code	Product label	Imported value in 2009	Imported value in 2010	Imported value in 2011	Imported value in 2012	Imported value in 2013	Imported value in 2014	Imported value in 2015	Imported value in 2016	Imported value in 2017	Imported value in 2018	Imported value in 2019	Imported value in 2020	
28	"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, ..."	594711	750869	846539	779647	752664	740464	759769	625129	654639	876057	727602	566736	
99	"Commodities not elsewhere specified"	287785	398036	623137	676092	652334	707439	541614	413662	556486	597443	583518	453431	
33	"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"	389455	459867	536830	535380	574722	467521	465046	480784	507603	532533	428936	392270	
32	"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring ..."	320625	420977	501731	512499	485634	468365	473364	377796	440125	431951	376213	382466	
08	"Edible fruit and nuts; peel of citrus fruit or melons"	149251	181971	208491	221570	270606	304550	306429	319154	397137	327343	287945	381903	
26	"Ores, slag and ash"	309905	893717	1324866	695840	881011	890740	510656	360322	542856	675823	461683	369128	
34	"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial ..."	242821	310149	367326	380165	382452	373317	360670	316816	344481	363124	333072	325707	
94	"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; ..."	250940	426089	512907	427313	441690	364546	363247	430733	536246	567209	420495	311292	
76	"Aluminium and articles thereof"	194873	294445	358336	313969	334258	321704	286579	268071	345457	403777	316827	303696	
64	"Footwear, gaiters and the like; parts of such articles"	319099	367789	514013	432266	458717	391034	440600	569574	644527	592831	414305	277830	
74	"Copper and articles thereof"	218769	293782	424588	397196	378446	410155	374717	250293	272488	279022	216251	240015	
83	"Miscellaneous articles of base metal"	182589	280758	348775	313544	312707	280259	266217	247770	278322	297714	228673	222915	
82	"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal"	285120	308385	334137	273497	291171	338037	380948	283965	321847	366599	250200	189158	
95	"Toys, games and sports requisites; parts and accessories thereof"	288438	378861	478783	401070	376508	345412	338702	413267	504759	419080	266296	188967	
63	"Other made-up textile articles; sets; worn clothing and worn textile articles; rags"	102489	119383	141323	87384	93742	68565	62764	88591	98164	106332	73696	187636	
55	"Man-made staple fibres"	216957	245606	359256	325071	302746	266729	275295	245369	243175	221784	180620	184098	
21	"Miscellaneous edible preparations"	120641	137108	180369	180404	196732	200204	200093	195586	219972	217074	172288	183821	
35	"Albuminoidal substances; modified starches; glues; enzymes"	89862	115738	151359	153384	187045	165374	166399	161718	162684	164200	167989	176864	
70	"Glass and glassware"	196500	292205	312407	265868	295293	296705	285961	254856	281407	268143	193441	174992	
96	"Miscellaneous manufactured articles"	112714	151409	184610	215012	223561	207780	208432	186707	191279	185346	151301	159868	
54	"Man-made filaments; strip and the like of man-made textile materials"	133346	200585	213703	194761	211164	200173	210553	194466	207465	188715	154622	153459	
18	"Cocoa and cocoa preparations"	140947	187791	202387	209558	189229	195657	182777	177549	176231	183858	148916	151567	
47	"Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or ..."	79879	106318	122647	112189	99949	125522	142247	125752	141428	163355	174276	150156	
09	"Coffee, tea, maté and spices"	87970	101329	140229	147036	132520	105027	130512	116757	142374	115651	100704	131726	
62	"Articles of apparel and clothing accessories, not knitted or crocheted"	166228	194523	273514	228968	205847	176108	184539	232430	282648	294952	185413	121288	
68	"Articles of stone, plaster, cement, asbestos, mica or similar materials"	89100	125039	124407	127389	130318	116609	165482	172775	225313	151445	104819	114189	
20	"Preparations of vegetables, fruit, nuts or other parts of plants"	70550	99370	126013	111330	117453	127295	124007	145907	165938	151955	97877	113959	
61	"Articles of apparel and clothing accessories, knitted or crocheted"	114143	133226	195936	148983	120907	105404	96091	131200	180038	221840	174456	112406	
60	"Knitted or crocheted fabrics"	106184	128995	121277	121774	139597	170794	190127	174555	158625	161805	109436	109465	
71	"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad ..."	78978	100427	98057	72912	87594	109028	96858	75256	102189	116361	143237	108352	
69	"Ceramic products"	98659	151022	177621	142417	142434	134430	151711	152491	172018	194072	134425	107505	
16	"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates"	80333	97904	133664	142174	139667	99187	110934	117302	139945	155753	97411	104399	
02	"Meat and edible meat offal"	86276	153895	189848	104968	55469	38262	42390	92139	120866	158096	125410	97789	
56	"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof"	78275	110456	150200	136904	120262	129839	127989	114830	110205	120545	105066	93209	
89	"Ships, boats and floating structures"	53265	78912	61936	41972	26784	84172	34778	123860	120365	128581	160228	91904	
25	"Salt; sulphur; earths and stone; plastering materials, lime and cement"	89777	131663	197036	177167	157388	223394	251414	133020	161922	183218	132949	89005	
88	"Aircraft, spacecraft, and parts thereof"	1121426	1357165	887559	973448	279573	1038561	662790	1185666	936638	187477	100088	83631	
44	"Wood and articles of wood; wood charcoal"	105817	137775	175433	149797	125532	120540	122449	113744	125443	124091	78824	81375	
22	"Beverages, spirits and vinegar"	58572	87798	104782	89633	77221	74534	65108	87965	194714	151955	82312	79288	
15	"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal ..."	44506	73351	72692	80500	139970	87037	99839	75119	93040	92698	73194	74880	
79	"Zinc and articles thereof"	20422	22177	22924	23111	22211	24824	25922	84363	101411	118833	82909	71471	
42	"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles ..."	89021	100595	127642	82847	107996	104901	120668	137890	159952	163256	108900	70102	
23	"Residues and waste from the food industries; prepared animal fodder"	42480	60754	70765	77648	79825	71269	69904	72687	65860	67048	70840	67319	
59	"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable ..."	81076	101524	130387	122124	112826	91529	99962	90002	100673	93822	74394	62707	
24	"Tobacco and manufactured tobacco substitutes"	44170	56668	80893	103759	69378	74950	58746	54045	50478	50535	52360	59986	
52	"Cotton"	125198	167626	167920	145768	144621	120496	117311	128027	113228	97197	69725	56267	
13	"Lac; gums, resins and other vegetable saps and extracts"	37678	44663	60510	78774	78701	78848	73360	55092	64196	70625	55980	51653	
49	"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, ..."	141547	141627	196940	109159	93002	68697	106740	97881	157811	200590	118903	49673	
03	"Fish and crustaceans, molluscs and other aquatic invertebrates"	28310	38912	46621	42433	57674	57053	60124	70879	84372	76690	59623	48201	
07	"Edible vegetables and certain roots and tubers"	15615	17861	17176	10746	16977	13744	17736	35001	36822	31350	20443	39332	
45	"Cork and articles of cork"	38538	44556	44969	41796	46691	41424	37152	34189	33909	30628	32157	37537	
19	"Preparations of cereals, flour, starch or milk; pastrycooks' products"	31001	35162	40838	41631	30465	25592	24107	30344	46205	49071	40695	37183	
05	"Products of animal origin, not elsewhere specified or included"	25893	33735	45447	36500	39670	35384	38157	39282	35887	34131	27954	34347	
91	"Clocks and watches and parts thereof"	36499	47423	65078	57783	61344	55161	66220	62403	59571	50167	34621	32602	
17	"Sugars and sugar confectionery"	35589	59210	82970	41397	44139	36648	37137	40853	56435	48252	36907	31058	
37	"Photographic or cinematographic goods"	84141	87782	87539	90239	87638	77967	75376	53333	53247	43332	42243	29943	
10	"Cereals"	21673	32415	32129	42969	18011	17008	12846	17982	35390	35484	29096	29250	
11	"Products of the milling industry; malt; starches; inulin; wheat gluten"	10238	12997	14247	12853	19337	16497	13497	18689	22492	25776	29847	27922	
86	"Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures ..."	30159	34101	70576	129353	374302	716739	636333	467141	395496	212322	98450	25739	
01	"Live animals"	13047	13072	17378	15484	17170	15359	14943	23506	22530	21882	24174	23612	
80	"Tin and articles thereof"	14485	28917	27810	22954	25992	17288	16304	17757	14173	16758	8805	21136	
81	"Other base metals; cermets; articles thereof"	18260	23805	25372	22255	26685	19549	21964	14824	17208	19290	16198	18427	
75	"Nickel and articles thereof"	20020	37925	41844	31554	37496	30085	29456	20325	19799	28539	35129	18339	
65	"Headgear and parts thereof"	16279	20748	22496	17627	16367	17155	17533	24758	33052	32820	20429	16854	
92	"Musical instruments; parts and accessories of such articles"	24593	32047	45216	38711	39024	31579	34213	34110	30675	27626	13694	16774	
58	"Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery"	18441	23010	38802	36068	34619	30275	30472	28984	27702	27277	17672	15781	
57	"Carpets and other textile floor coverings"	12854	22129	29430	23097	22247	18059	16065	20751	26044	25833	19232	13763	
04	"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere ..."	17651	29862	25594	36075	27898	26606	11757	16891	30759	29204	26029	13717	
41	"Raw hides and skins (other than furskins) and leather"	21198	39064	51953	33687	29332	31100	31702	26723	17049	16390	13614	11838	
93	"Arms and ammunition; parts and accessories thereof"	15292	18267	26821	20809	16553	15557	17633	21602	27083	18973	10107	10767	
36	"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations"	13840	21161	27157	24767	25578	26576	21764	17714	18980	18180	19257	10196	
53	"Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn"	4686	6928	6539	5228	4881	4939	5822	7508	7090	9511	5656	6206	
66	"Umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof"	4371	7986	10852	6787	6812	8431	9200	11292	12390	8796	5305	4310	
67	"Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles ..."	4809	6872	7876	6438	6127	5056	6838	6186	6836	7879	5571	3796	
06	"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage"	4937	5460	7431	5935	5709	4815	6052	7350	8364	8664	6242	3494	
14	"Vegetable plaiting materials; vegetable products not elsewhere specified or included"	3438	4256	3185	2505	4075	4768	5617	6187	6273	7456	5807	3303	
78	"Lead and articles thereof"	3639	3452	2188	1645	1856	1442	1046	1347	1759	1449	865	2190	
46	"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork"	2307	2937	4046	2505	4006	2314	2915	2798	3329	2949	1542	2038	
51	"Wool, fine or coarse animal hair; horsehair yarn and woven fabric"	9036	8375	9615	8744	8240	6811	6457	5174	4521	2701	2432	1433	
43	"Furskins and artificial fur; manufactures thereof"	809	2396	2241	1387	926	637	1238	506	526	930	429	929	
97	"Works of art, collectors' pieces and antiques"	1682	2983	3330	2999	1847	1367	491	1569	4375	3054	5761	428	
50	"Silk"	1891	2582	2554	2845	2244	2233	1974	1793	1033	815	196	198	
